#FILE	NUM_FOUND	hcp-2
/project/dkarig/ecocoat/downstream_analysis/ABricate_results/ABH4_348_HA_argannot_out.tab	0	.
/project/dkarig/ecocoat/downstream_analysis/ABricate_results/ABH4_348_HA_card_out.tab	0	.
/project/dkarig/ecocoat/downstream_analysis/ABricate_results/ABH4_348_HA_megares_out.tab	0	.
/project/dkarig/ecocoat/downstream_analysis/ABricate_results/ABH4_348_HA_ncbi_out.tab	0	.
/project/dkarig/ecocoat/downstream_analysis/ABricate_results/ABH4_348_HA_plasmidfinder_out.tab	0	.
/project/dkarig/ecocoat/downstream_analysis/ABricate_results/ABH4_348_HA_resfinder_out.tab	0	.
/project/dkarig/ecocoat/downstream_analysis/ABricate_results/ABH4_348_HA_vfdb_out.tab	1	100.00;100.00;100.00
