#FILE	NUM_FOUND	pilT	pilU
/project/dkarig/ecocoat/downstream_analysis/De_replicated_WGS/set3/ABricate_results/ABF_143_1_argannot_out.tab	0	.	.
/project/dkarig/ecocoat/downstream_analysis/De_replicated_WGS/set3/ABricate_results/ABF_143_1_card_out.tab	0	.	.
/project/dkarig/ecocoat/downstream_analysis/De_replicated_WGS/set3/ABricate_results/ABF_143_1_megares_out.tab	0	.	.
/project/dkarig/ecocoat/downstream_analysis/De_replicated_WGS/set3/ABricate_results/ABF_143_1_ncbi_out.tab	0	.	.
/project/dkarig/ecocoat/downstream_analysis/De_replicated_WGS/set3/ABricate_results/ABF_143_1_plasmidfinder_out.tab	0	.	.
/project/dkarig/ecocoat/downstream_analysis/De_replicated_WGS/set3/ABricate_results/ABF_143_1_resfinder_out.tab	0	.	.
/project/dkarig/ecocoat/downstream_analysis/De_replicated_WGS/set3/ABricate_results/ABF_143_1_vfdb_out.tab	2	99.32	93.99
