#FILE	NUM_FOUND	pilT
/project/dkarig/ecocoat/downstream_analysis/ABricate_results/ABH4_019_HA_argannot_out.tab	0	.
/project/dkarig/ecocoat/downstream_analysis/ABricate_results/ABH4_019_HA_card_out.tab	0	.
/project/dkarig/ecocoat/downstream_analysis/ABricate_results/ABH4_019_HA_megares_out.tab	0	.
/project/dkarig/ecocoat/downstream_analysis/ABricate_results/ABH4_019_HA_ncbi_out.tab	0	.
/project/dkarig/ecocoat/downstream_analysis/ABricate_results/ABH4_019_HA_plasmidfinder_out.tab	0	.
/project/dkarig/ecocoat/downstream_analysis/ABricate_results/ABH4_019_HA_resfinder_out.tab	0	.
/project/dkarig/ecocoat/downstream_analysis/ABricate_results/ABH4_019_HA_vfdb_out.tab	1	91.21
