#FILE	NUM_FOUND	acpXL
/project/dkarig/ecocoat/downstream_analysis/ABricate_results/ABL4_130_LR_argannot_out.tab	0	.
/project/dkarig/ecocoat/downstream_analysis/ABricate_results/ABL4_130_LR_card_out.tab	0	.
/project/dkarig/ecocoat/downstream_analysis/ABricate_results/ABL4_130_LR_megares_out.tab	0	.
/project/dkarig/ecocoat/downstream_analysis/ABricate_results/ABL4_130_LR_ncbi_out.tab	0	.
/project/dkarig/ecocoat/downstream_analysis/ABricate_results/ABL4_130_LR_plasmidfinder_out.tab	0	.
/project/dkarig/ecocoat/downstream_analysis/ABricate_results/ABL4_130_LR_resfinder_out.tab	0	.
/project/dkarig/ecocoat/downstream_analysis/ABricate_results/ABL4_130_LR_vfdb_out.tab	1	91.14
