#FILE	NUM_FOUND	(Fcd)fusF	(MLS)mph(C)	(MLS)msr(A)	FUSF	FusF	MPHC	MSRA	QACAB	QACC	QACR	fusF	mph(C)	mph(C)_2	mphC	msr(A)	msr(A)_1	msrA	qacA	rep19c_5_rep(SAP108A)	rep7a_4_repD(pK214)
/project/dkarig/ecocoat/downstream_analysis/ABricate_results/ABD2_031_LR_argannot_out.tab	3	100.00	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
/project/dkarig/ecocoat/downstream_analysis/ABricate_results/ABD2_031_LR_card_out.tab	4	.	.	.	.	100.00	.	.	.	.	.	.	.	.	100.00	.	.	100.00	100.00	.	.
/project/dkarig/ecocoat/downstream_analysis/ABricate_results/ABD2_031_LR_megares_out.tab	6	.	.	.	100.00	.	100.00	100.00	100.00	100.00	100.00	.	.	.	.	.	.	.	.	.	.
/project/dkarig/ecocoat/downstream_analysis/ABricate_results/ABD2_031_LR_ncbi_out.tab	3	.	.	.	.	.	.	.	.	.	.	100.00	100.00	.	.	100.00	.	.	.	.	.
/project/dkarig/ecocoat/downstream_analysis/ABricate_results/ABD2_031_LR_plasmidfinder_out.tab	2	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	99.06
/project/dkarig/ecocoat/downstream_analysis/ABricate_results/ABD2_031_LR_resfinder_out.tab	2	.	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	100.00	.	.	.	.
/project/dkarig/ecocoat/downstream_analysis/ABricate_results/ABD2_031_LR_vfdb_out.tab	0	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
